1.63	NaN	NaN	0.23356	0.10282	NaN
1.64	NaN	NaN	0.23399	0.10306	NaN
1.65	NaN	NaN	NaN	0.10329	NaN
1.66	NaN	NaN	NaN	0.10353	NaN
1.67	NaN	NaN	NaN	0.10376	NaN
1.68	NaN	NaN	NaN	0.10399	NaN
1.69	NaN	NaN	NaN	0.10422	NaN
1.7	NaN	NaN	NaN	0.10445	NaN
1.71	NaN	NaN	NaN	0.10468	NaN
1.72	NaN	NaN	NaN	0.10491	NaN
1.73	NaN	NaN	NaN	0.10513	NaN
1.74	NaN	NaN	NaN	0.10536	NaN
1.75	NaN	NaN	NaN	0.10559	NaN
1.76	NaN	NaN	NaN	0.10581	NaN
1.77	NaN	NaN	NaN	0.10603	NaN
1.78	NaN	NaN	NaN	NaN	NaN
1.79	NaN	NaN	NaN	NaN	NaN
1.8	NaN	NaN	NaN	NaN	NaN
1.81	NaN	NaN	NaN	NaN	NaN
1.82	NaN	NaN	NaN	NaN	NaN
1.83	NaN	NaN	NaN	NaN	NaN
1.84	NaN	NaN	NaN	NaN	NaN
1.85	NaN	NaN	NaN	NaN	NaN
1.86	NaN	NaN	NaN	NaN	NaN
1.87	NaN	NaN	NaN	NaN	NaN
1.88	NaN	NaN	NaN	NaN	NaN
1.89	NaN	NaN	NaN	NaN	NaN
1.9	NaN	NaN	NaN	NaN	NaN
1.91	NaN	NaN	NaN	NaN	NaN
1.92	NaN	NaN	NaN	NaN	NaN
1.93	NaN	NaN	NaN	NaN	NaN
1.94	NaN	NaN	NaN	NaN	NaN
1.95	NaN	NaN	NaN	NaN	NaN
1.96	NaN	NaN	NaN	NaN	NaN
1.97	NaN	NaN	NaN	NaN	NaN
1.98	NaN	NaN	NaN	NaN	NaN
1.99	NaN	NaN	NaN	NaN	NaN
2	NaN	NaN	NaN	NaN	NaN
